onset	duration	stim_type	identity	orientation	reaction_time	response
15.09	5	face	id1	a2	n/a	n/a
20.08	5	face	id1	a2	1.99	same
25.08	5	face	id2	a5	2.11	different
30.08	5	face	id2	a2	1.84	same
35.08	5	face	id3	a3	1.89	different
40.08	5	face	id1	a3	2.1	different
45.09	5	face	id4	a2	2.34	different
50.09	5	face	id1	a1	2.18	different
55.09	5	face	id2	a3	2.21	different
60.09	5	face	id4	a1	1.95	different
65.06	5	fixation	n/a	n/a	n/a	n/a
70.09	5	face	id3	a4	2.01	different
75.1	5	face	id3	a2	1.89	same
80.1	5	face	id3	a1	1.96	same
85.1	5	face	id3	a5	2.04	same
90.1	5	face	id4	a5	2.05	different
95.1	5	face	id4	a4	1.94	different
100.11	5	face	id2	a4	2.07	different
105.11	5	face	id1	a4	2.39	different
110.11	5	face	id2	a1	2.02	different
115.11	5	face	id4	a3	1.83	different
120.11	5	face	id1	a5	2.01	different
125.11	5	face	id1	a5	2.43	different
130.1	5	face	id3	a1	1.94	different
135.12	5	face	id2	a5	1.99	different
140.12	5	face	id3	a3	1.85	different
145.12	5	face	id1	a4	1.84	different
150.12	5	face	id4	a5	1.93	different
155.11	5	face	id1	a1	2.01	different
160.11	5	face	id2	a4	2.0	different
165.13	5	face	id1	a2	1.86	different
170.13	5	face	id4	a3	2.4	different
175.13	5	face	id3	a2	2.32	different
180.12	5	face	id2	a3	2.05	different
185.12	5	face	id1	a3	2.07	different
190.12	5	face	id3	a5	2.04	different
195.1	5	fixation	n/a	n/a	n/a	n/a
200.14	5	face	id2	a2	2.03	different
205.13	5	face	id4	a2	2.26	different
210.13	5	face	id3	a4	2.21	different
215.13	5	face	id2	a1	2.42	different
220.13	5	face	id4	a4	1.98	different
225.13	5	face	id4	a1	2.84	different
230.14	5	face	id4	a1	1.95	same
235.14	5	face	id2	a5	1.94	different
240.14	5	face	id1	a5	1.87	different
245.14	5	face	id2	a4	1.95	same
250.14	5	face	id4	a2	1.99	different
255.14	5	face	id3	a1	1.8	different
260.15	5	face	id1	a3	1.81	different
265.15	5	face	id2	a1	1.94	different
270.15	5	face	id1	a1	2.04	different
275.15	5	face	id3	a5	2.03	different
280.15	5	face	id4	a3	n/a	n/a
285.15	5	face	id3	a4	2.22	same
290.16	5	face	id4	a5	2.02	different
295.16	5	face	id3	a3	1.99	different
300.16	5	face	id2	a2	1.99	different
305.16	5	face	id4	a4	2.04	different
310.16	5	face	id2	a3	2.82	same
315.15	5	face	id3	a2	2.24	different
320.17	5	face	id1	a4	2.28	different
325.17	5	face	id1	a2	2.02	different
330.13	5	fixation	n/a	n/a	n/a	n/a
