onset	duration	stim_type	identity	orientation	reaction_time	response
15.07	5	face	id2	a2	n/a	n/a
20.07	5	face	id2	a2	2.6	same
25.03	5	fixation	n/a	n/a	n/a	n/a
30.07	5	face	id1	a1	1.8	same
35.07	5	face	id2	a5	2.73	different
40.07	5	face	id3	a4	n/a	n/a
45.08	5	face	id4	a3	2.63	different
50.08	5	face	id4	a5	n/a	n/a
55.08	5	face	id2	a1	2.33	different
60.08	5	face	id3	a5	n/a	n/a
65.08	5	face	id1	a3	2.32	different
70.07	5	face	id4	a1	n/a	n/a
75.07	5	face	id1	a2	2.28	different
80.09	5	face	id4	a2	n/a	n/a
85.09	5	face	id1	a4	2.44	different
90.09	5	face	id3	a1	n/a	n/a
95.08	5	face	id1	a5	2.54	different
100.08	5	face	id3	a3	n/a	n/a
105.08	5	face	id2	a3	2.4	different
110.1	5	face	id2	a4	n/a	n/a
115.1	5	face	id4	a4	2.2	different
120.09	5	face	id3	a2	n/a	n/a
125.09	5	face	id3	a2	2.21	same
130.09	5	face	id1	a5	n/a	n/a
135.09	5	face	id3	a5	2.37	different
140.09	5	face	id3	a3	n/a	n/a
145.06	5	fixation	n/a	n/a	n/a	n/a
150.1	5	face	id1	a3	2.27	different
155.1	5	face	id2	a3	n/a	n/a
160.1	5	face	id1	a1	2.32	different
165.1	5	face	id4	a1	n/a	n/a
170.1	5	face	id2	a4	2.15	different
175.1	5	face	id2	a5	n/a	n/a
180.11	5	face	id1	a2	2.15	different
185.11	5	face	id4	a4	n/a	n/a
190.11	5	face	id3	a4	2.05	different
195.11	5	face	id1	a4	n/a	n/a
200.11	5	face	id2	a2	2.17	different
205.1	5	face	id4	a3	n/a	n/a
210.12	5	face	id3	a1	2.25	different
215.12	5	face	id2	a1	n/a	n/a
220.12	5	face	id4	a5	2.21	different
225.12	5	face	id4	a2	n/a	n/a
230.11	5	face	id4	a2	2.04	same
235.08	5	fixation	n/a	n/a	n/a	n/a
240.11	5	face	id3	a5	n/a	n/a
245.13	5	face	id1	a5	2.33	different
250.13	5	face	id1	a1	n/a	n/a
255.12	5	face	id1	a3	2.2	same
260.12	5	face	id3	a3	n/a	n/a
265.12	5	face	id2	a5	2.27	different
270.12	5	face	id4	a1	n/a	n/a
275.12	5	face	id2	a3	2.27	different
280.13	5	face	id3	a4	n/a	n/a
285.13	5	face	id1	a2	2.04	different
290.13	5	face	id2	a4	n/a	n/a
295.13	5	face	id4	a3	2.36	different
300.13	5	face	id1	a4	n/a	n/a
305.13	5	face	id4	a4	2.2	different
310.14	5	face	id4	a5	n/a	n/a
315.14	5	face	id3	a2	2.5	different
320.14	5	face	id2	a2	n/a	n/a
325.14	5	face	id2	a1	2.36	same
330.14	5	face	id3	a1	n/a	n/a
