onset	duration	stim_type	identity	orientation	reaction_time	response
15.06	5	face	id4	a3	n/a	n/a
20.06	5	face	id4	a3	2.19	same
25.07	5	face	id4	a5	2.08	same
30.07	5	face	id1	a2	2.17	different
35.07	5	face	id3	a4	2.13	different
40.07	5	face	id1	a3	2.19	different
45.07	5	face	id1	a1	2.13	same
50.07	5	face	id1	a4	2.12	same
55.07	5	face	id3	a5	2.21	different
60.04	5	fixation	n/a	n/a	n/a	n/a
65.07	5	face	id2	a5	2.15	different
70.07	5	face	id4	a2	2.17	different
75.07	5	face	id2	a3	2.06	different
80.07	5	face	id2	a2	2.14	same
85.09	5	face	id1	a5	2.19	different
90.09	5	face	id2	a1	2.13	different
95.09	5	face	id3	a2	2.15	different
100.09	5	face	id4	a4	2.25	different
105.09	5	face	id2	a4	2.19	different
110.09	5	face	id4	a1	2.15	different
115.09	5	face	id3	a3	2.14	different
120.09	5	face	id3	a1	2.16	same
125.09	5	face	id3	a1	2.16	same
130.09	5	face	id4	a3	2.04	different
135.09	5	face	id1	a2	2.26	different
140.09	5	face	id4	a1	2.2	different
145.09	5	face	id2	a2	2.2	different
150.09	5	face	id4	a2	2.19	different
155.1	5	face	id1	a4	2.12	different
160.1	5	face	id4	a4	2.14	different
165.1	5	face	id1	a1	2.25	different
170.1	5	face	id2	a1	2.11	different
175.1	5	face	id1	a5	2.26	different
180.1	5	face	id3	a3	2.39	different
185.1	5	face	id3	a4	2.19	same
190.1	5	face	id4	a5	2.1	different
195.1	5	face	id2	a4	2.24	different
200.1	5	face	id2	a3	2.13	same
205.1	5	face	id3	a5	2.16	different
210.1	5	face	id1	a3	2.22	different
215.1	5	face	id2	a5	2.23	different
220.08	5	fixation	n/a	n/a	n/a	n/a
225.11	5	face	id3	a2	2.05	different
230.12	5	face	id3	a2	2.0	same
235.12	5	face	id1	a2	2.13	different
240.12	5	face	id2	a2	2.38	different
245.12	5	face	id4	a1	2.08	different
250.12	5	face	id1	a4	2.16	different
255.12	5	face	id3	a4	2.32	different
260.12	5	face	id4	a4	2.33	different
265.12	5	face	id2	a1	2.13	different
270.12	5	face	id4	a2	2.14	different
275.12	5	face	id4	a5	2.15	same
280.12	5	face	id3	a1	2.1	different
285.13	5	face	id2	a5	2.33	different
290.13	5	face	id1	a3	2.11	different
295.13	5	face	id3	a5	2.14	different
300.14	5	face	id3	a3	2.06	same
305.14	5	face	id2	a3	2.15	different
310.14	5	face	id4	a3	2.12	different
315.14	5	face	id2	a4	2.1	different
320.14	5	face	id1	a1	2.36	different
325.11	5	fixation	n/a	n/a	n/a	n/a
330.14	5	face	id1	a5	2.11	same
