onset	duration	stim_type	identity	orientation	reaction_time	response
15.08	5	face	id1	a2	n/a	n/a
20.08	5	face	id1	a2	2.17	same
25.08	5	face	id3	a5	2.12	different
30.08	5	face	id4	a1	2.29	different
35.08	5	face	id2	a5	2.15	different
40.08	5	face	id1	a5	2.19	different
45.08	5	face	id1	a1	2.15	same
50.08	5	face	id4	a4	2.2	different
55.08	5	face	id3	a2	2.08	different
60.08	5	face	id2	a2	2.22	different
65.08	5	face	id4	a3	1.97	different
70.09	5	face	id1	a4	2.08	different
75.09	5	face	id2	a1	2.11	different
80.09	5	face	id3	a4	2.11	different
85.09	5	face	id4	a2	2.17	different
90.09	5	face	id1	a3	2.23	different
95.09	5	face	id2	a3	2.3	different
100.09	5	face	id3	a3	2.04	different
105.09	5	face	id2	a4	2.09	different
110.09	5	face	id3	a1	2.14	different
115.07	5	fixation	n/a	n/a	n/a	n/a
120.09	5	face	id4	a5	2.17	different
125.11	5	face	id4	a5	2.12	same
130.11	5	face	id1	a5	2.22	different
135.11	5	face	id3	a5	2.14	different
140.11	5	face	id1	a2	2.15	different
145.11	5	face	id3	a2	2.1	different
150.11	5	face	id4	a1	2.37	different
155.11	5	face	id4	a4	2.14	same
160.11	5	face	id1	a4	2.06	different
165.11	5	face	id1	a1	2.11	same
170.11	5	face	id4	a3	2.2	different
175.11	5	face	id4	a2	2.05	same
180.12	5	face	id2	a2	2.02	different
185.12	5	face	id3	a4	2.29	different
190.12	5	face	id3	a3	2.16	same
195.12	5	face	id2	a1	2.12	different
200.12	5	face	id2	a3	2.08	same
205.1	5	fixation	n/a	n/a	n/a	n/a
210.13	5	face	id1	a3	2.13	different
215.13	5	face	id3	a1	2.22	different
220.14	5	face	id2	a4	2.02	different
225.14	5	face	id2	a5	2.34	different
230.14	5	face	id2	a5	2.09	same
235.14	5	face	id1	a1	2.03	different
240.14	5	face	id2	a2	2.07	different
245.14	5	face	id2	a1	2.04	same
250.14	5	face	id1	a3	2.11	different
255.14	5	face	id2	a4	2.17	different
260.14	5	face	id1	a2	2.06	different
265.14	5	face	id4	a4	2.16	different
270.14	5	face	id4	a5	2.01	same
275.15	5	face	id4	a3	2.13	same
280.15	5	face	id3	a4	2.09	different
285.15	5	face	id2	a3	2.16	different
290.16	5	face	id3	a1	2.13	different
295.16	5	face	id3	a5	2.16	same
300.16	5	face	id1	a5	2.08	different
305.16	5	face	id3	a2	2.24	different
310.16	5	face	id1	a4	2.12	different
315.16	5	face	id4	a2	2.19	different
320.16	5	face	id3	a3	2.17	different
325.13	5	fixation	n/a	n/a	n/a	n/a
330.16	5	face	id4	a1	2.09	different
