onset	duration	stim_type	identity	orientation	reaction_time	response
15.08	5	face	id2	a4	n/a	n/a
20.08	5	face	id2	a4	1.77	same
25.08	5	face	id3	a1	1.94	different
30.09	5	face	id2	a1	1.91	different
35.09	5	face	id3	a5	1.8	different
40.09	5	face	id3	a4	1.93	same
45.09	5	face	id3	a3	1.91	same
50.09	5	face	id2	a2	1.99	different
55.09	5	face	id2	a5	1.9	same
60.09	5	face	id4	a1	2.06	different
65.09	5	face	id1	a5	1.9	different
70.09	5	face	id1	a1	2.0	same
75.09	5	face	id4	a2	1.93	different
80.09	5	face	id4	a5	1.87	same
85.1	5	face	id1	a4	1.85	different
90.1	5	face	id3	a2	1.91	different
95.1	5	face	id1	a3	2.33	same
100.1	5	face	id1	a2	1.98	same
105.1	5	face	id4	a3	1.9	different
110.11	5	face	id2	a3	1.83	different
115.08	5	fixation	n/a	n/a	n/a	n/a
120.11	5	face	id4	a4	1.89	different
125.11	5	face	id4	a4	1.9	same
130.11	5	face	id4	a5	2.0	same
135.11	5	face	id4	a2	1.84	same
140.11	5	face	id3	a5	1.89	different
145.12	5	face	id1	a4	1.89	different
150.12	5	face	id3	a4	2.07	different
155.12	5	face	id1	a2	1.93	different
160.12	5	face	id2	a5	1.87	different
165.12	5	face	id4	a3	1.89	different
170.12	5	face	id1	a3	1.95	different
175.12	5	face	id2	a1	1.9	different
180.12	5	face	id2	a2	1.85	same
185.12	5	face	id2	a3	1.9	same
190.12	5	face	id2	a4	1.88	same
195.12	5	face	id1	a5	1.97	different
200.12	5	face	id3	a3	1.93	different
205.13	5	face	id1	a1	1.89	different
210.14	5	face	id3	a2	1.89	different
215.14	5	face	id3	a1	1.77	same
220.1	5	fixation	n/a	n/a	n/a	n/a
225.14	5	face	id4	a1	1.95	different
230.14	5	face	id4	a1	1.93	same
235.14	5	face	id3	a4	1.92	different
240.15	5	face	id4	a4	1.79	different
245.15	5	face	id1	a1	1.95	different
250.15	5	face	id3	a5	2.14	different
255.15	5	face	id1	a5	1.97	different
260.15	5	face	id3	a1	1.88	different
265.15	5	face	id2	a4	1.8	different
270.15	5	face	id2	a2	2.43	same
275.15	5	face	id3	a3	2.18	different
280.15	5	face	id1	a4	2.03	different
285.15	5	face	id4	a3	1.82	different
290.15	5	face	id4	a5	1.78	same
295.15	5	face	id1	a2	1.91	different
300.16	5	face	id4	a2	2.04	different
305.16	5	face	id2	a5	1.97	different
310.16	5	face	id2	a1	1.85	same
315.16	5	face	id2	a3	1.87	same
320.16	5	face	id1	a3	1.91	different
325.14	5	fixation	n/a	n/a	n/a	n/a
330.17	5	face	id3	a2	1.82	different
