onset	duration	stim_type	identity	orientation	reaction_time	response
15.06	5	face	id2	a2	1.8	same
20.07	5	face	id2	a2	2.19	same
25.07	5	face	id4	a3	n/a	n/a
30.07	5	face	id1	a4	2.19	different
35.07	5	face	id2	a5	n/a	n/a
40.07	5	face	id1	a3	2.23	different
45.07	5	face	id3	a3	n/a	n/a
50.08	5	face	id3	a5	2.13	same
55.08	5	face	id4	a2	n/a	n/a
60.08	5	face	id3	a2	2.25	different
65.08	5	face	id3	a4	n/a	n/a
70.08	5	face	id4	a5	2.13	different
75.07	5	face	id1	a5	2.59	different
80.07	5	face	id2	a4	2.58	different
85.09	5	face	id1	a1	2.26	different
90.09	5	face	id3	a1	2.29	different
95.09	5	face	id4	a4	2.47	different
100.08	5	face	id4	a1	2.24	same
105.08	5	face	id2	a3	2.37	different
110.08	5	face	id2	a1	2.44	same
115.06	5	fixation	n/a	n/a	n/a	n/a
120.1	5	face	id1	a2	2.12	different
125.09	5	face	id1	a2	2.08	same
130.09	5	face	id1	a4	2.1	same
135.09	5	face	id3	a5	2.19	different
140.09	5	face	id4	a3	2.18	different
145.09	5	face	id3	a2	2.19	different
150.1	5	face	id4	a2	2.13	different
155.1	5	face	id2	a4	2.18	different
160.1	5	face	id3	a4	2.1	different
165.07	5	fixation	n/a	n/a	n/a	n/a
170.1	5	face	id2	a3	2.12	different
175.11	5	face	id1	a1	2.29	different
180.11	5	face	id2	a1	2.4	different
185.11	5	face	id3	a3	2.36	different
190.11	5	face	id2	a5	2.21	different
195.11	5	face	id4	a5	2.23	different
200.11	5	face	id1	a3	2.14	different
205.11	5	face	id4	a4	2.19	different
210.12	5	face	id2	a2	2.18	different
215.12	5	face	id4	a1	2.08	different
220.12	5	face	id3	a1	2.22	different
225.12	5	face	id1	a5	2.19	different
230.12	5	face	id1	a5	2.14	same
235.11	5	face	id3	a2	2.19	different
240.13	5	face	id1	a1	2.22	different
245.13	5	face	id2	a5	2.07	different
250.13	5	face	id3	a3	2.23	different
255.13	5	face	id4	a2	2.46	different
260.12	5	face	id2	a3	2.18	different
265.12	5	face	id1	a4	2.15	different
270.12	5	face	id4	a5	2.15	different
275.14	5	face	id4	a3	2.28	same
280.14	5	face	id2	a2	2.2	different
285.13	5	face	id3	a4	2.22	different
290.13	5	face	id2	a1	2.3	different
295.13	5	face	id4	a4	2.28	different
300.13	5	face	id1	a3	2.22	different
305.15	5	face	id3	a1	3.53	different
310.14	5	face	id3	a5	2.31	same
315.14	5	face	id4	a1	2.16	different
320.14	5	face	id2	a4	2.2	different
325.14	5	face	id1	a2	2.11	different
330.11	5	fixation	n/a	n/a	n/a	n/a
