onset	duration	stim_type	identity	orientation	reaction_time	response
15.08	5	face	id2	a2	n/a	n/a
20.08	5	face	id2	a2	2.1	same
25.08	5	face	id3	a5	2.41	different
30.09	5	face	id3	a4	2.14	same
35.09	5	face	id1	a2	2.12	different
40.09	5	face	id1	a4	2.11	same
45.09	5	face	id4	a1	2.18	different
50.09	5	face	id4	a3	2.05	same
55.09	5	face	id1	a5	2.08	different
60.1	5	face	id1	a3	2.04	same
65.1	5	face	id4	a4	2.12	different
70.1	5	face	id3	a3	2.13	different
75.1	5	face	id2	a5	2.08	different
80.1	5	face	id2	a3	2.06	same
85.09	5	face	id4	a2	2.07	different
90.09	5	face	id1	a1	2.04	different
95.11	5	face	id3	a1	2.25	different
100.11	5	face	id3	a2	2.01	same
105.11	5	face	id2	a4	2.04	different
110.1	5	face	id4	a5	2.07	different
115.07	5	fixation	n/a	n/a	n/a	n/a
120.1	5	face	id2	a1	2.07	different
125.12	5	face	id2	a1	2.73	same
130.12	5	face	id1	a2	2.13	different
135.11	5	face	id4	a2	2.1	different
140.11	5	face	id4	a1	2.06	same
145.11	5	face	id3	a5	2.22	different
150.11	5	face	id2	a5	2.13	different
155.13	5	face	id3	a4	2.05	different
160.12	5	face	id3	a2	2.12	same
165.12	5	face	id1	a3	2.19	different
170.12	5	face	id4	a5	2.19	different
175.12	5	face	id3	a3	2.06	different
180.12	5	face	id1	a1	2.05	different
185.12	5	face	id2	a3	2.08	different
190.13	5	face	id1	a5	3.13	different
195.13	5	face	id2	a2	2.08	different
200.13	5	face	id3	a1	2.11	different
205.13	5	face	id1	a4	2.09	different
210.13	5	face	id2	a4	2.02	different
215.13	5	face	id4	a3	2.0	different
220.1	5	fixation	n/a	n/a	n/a	n/a
225.14	5	face	id4	a4	2.1	same
230.14	5	face	id4	a4	2.16	same
235.14	5	face	id4	a1	2.08	same
240.14	5	face	id1	a5	2.08	different
245.13	5	face	id2	a5	2.0	different
250.13	5	face	id3	a5	2.09	different
255.15	5	face	id1	a1	2.05	different
260.15	5	face	id4	a5	2.1	different
265.15	5	face	id1	a4	2.14	different
270.14	5	face	id1	a3	2.13	same
275.14	5	face	id4	a3	2.13	different
280.14	5	face	id3	a3	2.08	different
285.16	5	face	id2	a2	2.17	different
290.16	5	face	id2	a3	2.08	same
295.15	5	face	id3	a2	2.14	different
300.15	5	face	id2	a1	2.11	different
305.15	5	face	id3	a1	2.16	different
310.15	5	face	id4	a2	2.18	different
315.15	5	face	id2	a4	2.17	different
320.16	5	face	id3	a4	2.07	different
325.13	5	fixation	n/a	n/a	n/a	n/a
330.16	5	face	id1	a2	2.07	different
