onset	duration	stim_type
0.0	12.02	fixation
12.06	1.5	object
14.04	1.52	object
16.04	1.51	object
16.79	0.0	button_press
18.04	1.51	object
20.04	1.52	object
22.04	1.5	object
24.04	12.02	fixation
36.07	1.5	face
38.07	1.5	face
40.07	1.53	face
42.07	1.5	face
44.07	1.5	face
45.09	0.0	button_press
46.07	1.5	face
48.07	12.02	fixation
60.1	1.5	face
62.1	1.5	face
64.1	1.5	face
66.1	1.5	face
68.1	1.5	face
68.86	0.0	button_press
70.1	1.5	face
72.1	12.02	fixation
84.12	1.5	object
86.12	1.5	object
88.12	1.5	object
90.12	1.51	object
92.12	1.51	object
92.88	0.0	button_press
94.12	1.5	object
96.13	12.02	fixation
108.15	1.5	object
110.15	1.5	object
112.15	1.5	object
114.15	1.5	object
115.32	0.0	button_press
116.15	1.51	object
118.15	1.51	object
120.15	12.02	fixation
132.18	1.71	face
134.18	1.5	face
136.18	1.5	face
138.18	1.51	face
138.9	0.0	button_press
140.18	1.5	face
142.18	1.53	face
144.18	12.01	fixation
156.21	1.51	face
158.21	1.5	face
160.21	1.5	face
162.21	1.5	face
162.97	0.0	button_press
164.21	1.5	face
166.21	1.5	face
168.21	12.02	fixation
180.23	1.5	object
182.23	1.5	object
184.23	1.5	object
185.1	0.0	button_press
186.23	1.51	object
188.23	1.51	object
190.23	1.51	object
192.24	12.02	fixation
204.26	1.51	object
206.26	1.51	object
208.26	1.51	object
210.26	1.5	object
210.97	0.0	button_press
212.26	1.5	object
214.26	1.51	object
216.26	12.02	fixation
228.29	1.5	face
230.29	1.51	face
232.29	1.51	face
234.29	1.5	face
236.29	1.5	face
238.29	1.5	face
239.09	0.0	button_press
240.29	12.02	fixation
252.32	1.5	face
254.32	1.5	face
254.95	0.0	button_press
256.32	1.5	face
258.32	1.51	face
260.32	1.5	face
260.32	0.0	button_press
262.32	1.5	face
264.32	12.02	fixation
276.34	1.5	object
278.34	1.5	object
279.08	0.0	button_press
280.34	1.5	object
282.34	1.51	object
284.34	1.5	object
286.34	1.51	object
288.35	12.02	fixation
300.37	1.5	object
302.37	1.5	object
304.37	1.5	object
305.17	0.0	button_press
306.37	1.51	object
308.37	1.5	object
310.37	1.5	object
312.37	12.02	fixation
324.4	1.5	face
326.4	1.5	face
328.4	1.5	face
329.55	0.0	button_press
330.4	1.51	face
332.4	1.51	face
334.4	1.5	face
336.4	12.02	fixation
348.43	1.5	face
350.43	1.5	face
352.43	1.5	face
354.43	1.5	face
356.43	1.5	face
358.43	1.5	face
360.43	12.02	fixation
372.45	1.5	object
374.45	1.51	object
376.45	1.51	object
378.45	1.5	object
380.45	1.51	object
381.12	0.0	button_press
382.45	1.5	object
384.45	12.02	fixation
