onset	duration	stim_type	identity	orientation	reaction_time	response
15.07	5	face	id1	a2	n/a	n/a
20.07	5	face	id1	a2	2.0	same
25.07	5	face	id4	a2	2.08	different
30.07	5	face	id3	a1	2.35	different
35.09	5	face	id4	a1	3.4	different
40.07	5	face	id3	a3	2.38	different
45.07	5	face	id4	a4	2.27	different
50.09	5	face	id3	a4	2.27	different
55.09	5	face	id2	a1	2.62	different
60.06	5	fixation	n/a	n/a	n/a	n/a
65.09	5	face	id3	a2	2.14	different
70.09	5	face	id2	a5	4.39	different
75.09	5	face	id1	a3	2.37	different
80.09	5	face	id2	a4	2.31	different
85.09	5	face	id4	a5	2.29	different
90.09	5	face	id2	a3	2.51	different
95.1	5	face	id4	a3	2.23	different
100.1	5	face	id1	a4	2.59	different
105.1	5	face	id1	a5	2.2	same
110.1	5	face	id2	a2	2.1	different
115.1	5	face	id1	a1	2.46	different
120.1	5	face	id3	a5	2.39	different
125.1	5	face	id3	a5	2.42	same
130.1	5	face	id1	a2	2.26	different
135.1	5	face	id3	a1	2.42	different
140.1	5	face	id2	a2	2.18	different
145.12	5	face	id2	a4	2.2	same
150.12	5	face	id2	a5	2.11	same
155.12	5	face	id3	a4	2.51	different
160.12	5	face	id1	a4	2.51	different
165.12	5	face	id4	a4	2.43	different
170.12	5	face	id2	a3	2.13	different
175.12	5	face	id4	a5	2.27	different
180.12	5	face	id1	a1	2.14	different
185.12	5	face	id4	a1	2.32	different
190.12	5	face	id4	a2	2.17	different
195.12	5	face	id1	a5	2.47	different
200.12	5	face	id1	a3	2.21	same
205.13	5	face	id2	a1	2.35	different
210.13	5	face	id3	a3	2.7	different
215.13	5	face	id3	a2	2.17	same
220.1	5	fixation	n/a	n/a	n/a	n/a
225.13	5	face	id4	a3	2.29	different
230.13	5	face	id4	a3	2.23	same
235.14	5	face	id3	a1	2.72	different
240.14	5	face	id2	a4	2.32	different
245.15	5	face	id2	a2	2.45	same
250.15	5	face	id3	a4	2.25	different
255.15	5	face	id4	a1	2.45	different
260.15	5	face	id1	a4	2.42	different
265.15	5	face	id2	a3	2.3	different
270.15	5	face	id2	a5	2.25	same
275.15	5	face	id4	a2	2.03	different
280.15	5	face	id3	a5	2.16	different
285.15	5	face	id3	a2	2.13	same
290.15	5	face	id3	a3	2.18	same
295.15	5	face	id2	a1	2.3	different
300.15	5	face	id1	a1	2.32	different
305.16	5	face	id1	a3	2.48	same
310.17	5	face	id1	a2	2.23	same
315.17	5	face	id1	a5	2.39	same
320.17	5	face	id4	a4	2.57	different
325.13	5	fixation	n/a	n/a	n/a	n/a
330.17	5	face	id4	a5	2.18	same
