onset	duration	stim_type	identity	orientation	reaction_time	response
15.05	5	fixation	n/a	n/a	n/a	n/a
20.05	5	fixation	n/a	n/a	n/a	n/a
25.09	5	face	id4	a3	n/a	n/a
30.09	5	face	id4	a4	1.76	same
35.09	5	face	id2	a5	1.83	different
40.09	5	face	id2	a1	1.79	same
45.09	5	face	id1	a1	1.78	different
50.09	5	face	id4	a1	1.75	different
55.09	5	face	id1	a3	1.89	different
60.09	5	face	id1	a5	1.75	same
65.09	5	face	id1	a4	1.87	same
70.09	5	face	id3	a2	1.85	different
75.1	5	face	id3	a1	1.79	same
80.1	5	face	id3	a3	1.87	same
85.1	5	face	id3	a5	1.83	same
90.1	5	face	id2	a3	1.79	different
95.11	5	face	id1	a2	1.99	different
100.1	5	face	id4	a5	1.86	different
105.11	5	face	id2	a2	1.84	different
110.11	5	face	id2	a4	2.21	different
115.11	5	face	id4	a2	1.98	different
120.11	5	face	id3	a4	1.8	different
125.11	5	face	id3	a4	1.81	same
130.12	5	face	id1	a1	2.01	different
135.12	5	face	id3	a5	2.0	different
140.12	5	face	id1	a4	1.81	different
145.12	5	face	id4	a5	1.87	different
150.12	5	face	id4	a1	2.81	different
155.09	5	fixation	n/a	n/a	n/a	n/a
160.12	5	face	id3	a1	2.26	different
165.12	5	face	id2	a3	1.96	different
170.13	5	face	id2	a1	2.01	same
175.13	5	face	id2	a5	1.87	same
180.13	5	face	id3	a2	1.99	different
185.13	5	face	id4	a3	1.84	different
190.13	5	face	id2	a2	2.0	different
195.13	5	face	id3	a3	2.23	different
200.13	5	face	id1	a5	2.1	different
205.13	5	face	id4	a4	1.99	different
210.14	5	face	id1	a3	2.03	different
215.14	5	face	id4	a2	2.04	different
220.14	5	face	id1	a2	2.01	different
225.14	5	face	id2	a4	2.11	different
230.15	5	face	id2	a4	1.85	same
235.15	5	face	id3	a2	1.8	different
240.15	5	face	id3	a5	2.0	same
245.15	5	face	id4	a4	1.97	different
250.15	5	face	id2	a2	2.02	different
255.15	5	face	id1	a1	1.94	different
260.15	5	face	id1	a5	1.93	same
265.15	5	face	id3	a1	2.03	different
270.15	5	face	id1	a2	2.03	different
275.15	5	face	id2	a5	1.97	different
280.15	5	face	id1	a4	1.92	different
285.13	5	fixation	n/a	n/a	n/a	n/a
290.15	5	face	id3	a4	2.15	different
295.16	5	face	id2	a1	1.96	different
300.16	5	face	id3	a3	1.83	different
305.16	5	face	id4	a5	1.95	different
310.16	5	face	id2	a3	1.77	different
315.16	5	face	id1	a3	1.98	different
320.16	5	face	id4	a1	1.94	different
325.17	5	face	id4	a2	1.93	same
330.17	5	face	id4	a3	1.78	same
