onset	duration	stim_type
0.01	12.02	fixation
12.06	1.51	object
14.05	1.53	object
16.06	1.51	object
18.06	1.51	object
18.06	0.0	button_press
20.05	1.51	object
22.06	1.51	object
24.06	12.02	fixation
36.1	1.51	face
38.09	1.53	face
40.1	1.51	face
42.1	1.51	face
44.09	1.51	face
45.56	0.0	button_press
46.1	1.53	face
48.09	12.02	fixation
60.12	1.51	face
62.11	1.53	face
64.12	1.51	face
66.12	1.51	face
68.11	1.51	face
70.12	1.51	face
70.12	0.0	button_press
72.11	12.02	fixation
84.15	1.51	object
86.14	1.51	object
88.14	1.51	object
90.15	1.49	object
92.14	1.51	object
94.14	1.51	object
94.16	0.0	button_press
96.14	12.02	fixation
108.17	1.49	object
110.16	1.51	object
112.17	1.51	object
114.17	1.49	object
115.61	0.0	button_press
116.16	1.51	object
118.17	1.51	object
120.16	12.02	fixation
132.19	1.71	face
134.18	1.51	face
136.19	1.51	face
138.2	1.51	face
140.18	1.51	face
141.54	0.0	button_press
142.19	1.51	face
144.18	12.02	fixation
156.22	1.51	face
158.21	1.51	face
160.21	1.51	face
162.22	1.51	face
163.21	0.0	button_press
164.21	1.51	face
166.21	1.51	face
168.21	12.02	fixation
180.24	1.51	object
182.23	1.51	object
184.24	1.51	object
185.67	0.0	button_press
186.24	1.49	object
188.23	1.51	object
190.24	1.51	object
192.23	12.02	fixation
204.26	1.51	object
206.25	1.51	object
208.26	1.51	object
210.27	1.49	object
210.93	0.0	button_press
212.26	1.51	object
214.26	1.51	object
216.25	12.02	fixation
228.29	1.51	face
230.28	1.51	face
232.28	1.51	face
234.29	1.51	face
236.28	1.51	face
238.28	1.51	face
239.78	0.0	button_press
240.28	12.02	fixation
252.31	1.53	face
254.3	1.51	face
255.19	0.0	button_press
256.31	1.51	face
258.31	1.51	face
260.3	1.51	face
262.31	1.51	face
264.3	12.02	fixation
276.33	1.51	object
278.32	1.51	object
279.06	0.0	button_press
280.33	1.51	object
282.34	1.49	object
284.33	1.51	object
286.33	1.51	object
288.32	12.02	fixation
300.36	1.51	object
302.35	1.51	object
304.35	1.51	object
305.03	0.0	button_press
306.36	1.49	object
308.35	1.51	object
310.36	1.51	object
312.35	12.02	fixation
324.38	1.51	face
326.37	1.51	face
328.38	1.51	face
329.74	0.0	button_press
330.38	1.51	face
332.37	1.51	face
334.38	1.51	face
336.37	12.02	fixation
348.41	1.51	face
350.39	1.51	face
352.4	1.51	face
354.41	1.51	face
355.65	0.0	button_press
356.4	1.51	face
358.4	1.51	face
360.39	12.02	fixation
372.43	1.51	object
374.42	1.51	object
376.42	1.51	object
378.43	1.49	object
380.42	1.51	object
381.32	0.0	button_press
382.43	1.51	object
384.42	12.02	fixation
