onset	duration	stim_type	identity	orientation	reaction_time	response
15.06	5	face	id4	a3	n/a	n/a
20.07	5	face	id4	a3	2.07	same
25.07	5	face	id4	a5	2.3	same
30.07	5	face	id1	a2	2.19	different
35.07	5	face	id3	a4	2.23	different
40.07	5	face	id1	a3	2.14	different
45.07	5	face	id1	a1	2.12	same
50.07	5	face	id1	a4	2.17	same
55.07	5	face	id3	a5	2.55	different
60.05	5	fixation	n/a	n/a	n/a	n/a
65.07	5	face	id2	a5	2.46	different
70.09	5	face	id4	a2	2.36	different
75.09	5	face	id2	a3	2.18	different
80.09	5	face	id2	a2	2.38	same
85.09	5	face	id1	a5	2.47	different
90.09	5	face	id2	a1	2.67	different
95.09	5	face	id3	a2	2.5	different
100.09	5	face	id4	a4	2.19	different
105.09	5	face	id2	a4	2.22	different
110.1	5	face	id4	a1	2.25	different
115.1	5	face	id3	a3	2.36	different
120.1	5	face	id3	a1	2.91	same
125.1	5	face	id3	a1	2.14	same
130.1	5	face	id4	a3	2.59	different
135.1	5	face	id1	a2	2.82	different
140.1	5	face	id4	a1	2.32	different
145.1	5	face	id2	a2	3.03	different
150.1	5	face	id4	a2	2.82	different
155.1	5	face	id1	a4	2.49	different
160.1	5	face	id4	a4	2.43	different
165.1	5	face	id1	a1	2.72	different
170.12	5	face	id2	a1	2.3	different
175.12	5	face	id1	a5	2.53	different
180.12	5	face	id3	a3	2.49	different
185.12	5	face	id3	a4	2.4	same
190.12	5	face	id4	a5	2.62	different
195.12	5	face	id2	a4	2.23	different
200.12	5	face	id2	a3	2.16	same
205.12	5	face	id3	a5	3.15	different
210.12	5	face	id1	a3	2.35	different
215.12	5	face	id2	a5	2.15	different
220.09	5	fixation	n/a	n/a	n/a	n/a
225.12	5	face	id3	a2	2.38	different
230.12	5	face	id3	a2	2.2	same
235.13	5	face	id1	a2	2.71	different
240.13	5	face	id2	a2	2.56	different
245.13	5	face	id4	a1	2.34	different
250.13	5	face	id1	a4	2.28	different
255.13	5	face	id3	a4	3.04	different
260.13	5	face	id4	a4	2.34	different
265.13	5	face	id2	a1	2.63	different
270.13	5	face	id4	a2	2.2	different
275.13	5	face	id4	a5	1.92	same
280.13	5	face	id3	a1	2.24	different
285.13	5	face	id2	a5	2.22	different
290.13	5	face	id1	a3	2.33	different
295.15	5	face	id3	a5	2.02	different
300.15	5	face	id3	a3	2.06	same
305.15	5	face	id2	a3	2.13	different
310.15	5	face	id4	a3	2.51	different
315.15	5	face	id2	a4	2.24	different
320.15	5	face	id1	a1	2.35	different
325.12	5	fixation	n/a	n/a	n/a	n/a
330.15	5	face	id1	a5	2.15	same
