onset	duration	stim_type
0.01	12.02	fixation
12.06	1.5	object
14.05	1.53	object
16.05	1.53	object
18.05	1.53	object
18.05	0.0	button_press
20.05	1.53	object
22.05	1.51	object
24.05	12.02	fixation
36.08	1.5	face
38.08	1.51	face
40.08	1.51	face
42.08	1.53	face
44.08	1.51	face
46.08	1.51	face
47.18	0.0	button_press
48.08	12.03	fixation
60.12	1.51	face
62.12	1.5	face
64.12	1.5	face
66.12	1.5	face
68.12	1.5	face
69.6	0.0	button_press
70.12	1.5	face
72.12	12.02	fixation
84.15	1.5	object
86.15	1.5	object
88.15	1.51	object
90.15	1.51	object
92.15	1.51	object
93.03	0.0	button_press
94.15	1.51	object
96.15	12.02	fixation
108.17	1.5	object
110.17	1.5	object
112.17	1.5	object
114.17	1.5	object
114.93	0.0	button_press
116.17	1.51	object
118.17	1.5	object
120.18	12.02	fixation
132.2	1.71	face
134.2	1.5	face
136.2	1.51	face
138.2	1.5	face
138.87	0.0	button_press
140.2	1.5	face
142.2	1.5	face
144.2	12.02	fixation
156.23	1.53	face
158.23	1.5	face
160.23	1.5	face
162.23	1.5	face
162.99	0.0	button_press
164.23	1.5	face
166.23	1.5	face
168.23	12.02	fixation
180.26	1.5	object
182.26	1.5	object
184.26	1.5	object
184.71	0.0	button_press
186.26	1.51	object
188.26	1.51	object
190.26	1.51	object
192.26	12.02	fixation
204.28	1.5	object
206.28	1.51	object
208.28	1.5	object
210.28	1.5	object
210.88	0.0	button_press
212.28	1.51	object
214.28	1.51	object
216.29	12.02	fixation
228.31	1.53	face
230.31	1.51	face
232.31	1.51	face
234.31	1.5	face
236.31	1.5	face
238.31	1.51	face
238.89	0.0	button_press
240.31	12.02	fixation
252.34	1.51	face
254.34	1.5	face
255.33	0.0	button_press
256.34	1.5	face
258.34	1.51	face
259.04	0.0	button_press
260.34	1.5	face
262.34	1.5	face
264.34	12.02	fixation
276.37	1.5	object
278.37	1.51	object
280.37	1.5	object
280.38	0.0	button_press
282.37	1.51	object
284.37	1.51	object
286.37	1.5	object
288.37	12.02	fixation
300.39	1.5	object
302.39	1.51	object
304.39	1.51	object
305.19	0.0	button_press
306.39	1.5	object
308.39	1.5	object
310.39	1.5	object
312.39	12.02	fixation
324.42	1.51	face
326.42	1.5	face
328.42	1.5	face
329.16	0.0	button_press
330.42	1.5	face
332.42	1.5	face
334.42	1.5	face
336.42	12.02	fixation
348.45	1.53	face
350.45	1.5	face
352.45	1.5	face
354.45	1.5	face
355.03	0.0	button_press
356.45	1.5	face
358.45	1.5	face
360.45	12.02	fixation
372.48	1.5	object
374.48	1.51	object
376.48	1.51	object
378.48	1.51	object
380.48	1.51	object
381.34	0.0	button_press
382.48	1.51	object
384.48	12.02	fixation
