onset	duration	stim_type	identity	orientation	reaction_time	response
15.05	5	fixation	n/a	n/a	n/a	n/a
20.06	5	fixation	n/a	n/a	n/a	n/a
25.1	5	face	id4	a3	n/a	n/a
30.1	5	face	id4	a4	2.05	same
35.1	5	face	id2	a5	2.0	different
40.09	5	face	id2	a1	2.12	same
45.11	5	face	id1	a1	2.15	different
50.11	5	face	id4	a1	2.17	different
55.11	5	face	id1	a3	2.13	different
60.11	5	face	id1	a5	2.19	same
65.1	5	face	id1	a4	2.11	same
70.1	5	face	id3	a2	2.06	different
75.12	5	face	id3	a1	2.0	same
80.12	5	face	id3	a3	2.15	same
85.12	5	face	id3	a5	2.26	same
90.11	5	face	id2	a3	2.19	different
95.11	5	face	id1	a2	2.15	different
100.11	5	face	id4	a5	2.24	different
105.11	5	face	id2	a2	2.01	different
110.12	5	face	id2	a4	2.13	same
115.12	5	face	id4	a2	2.26	different
120.12	5	face	id3	a4	2.18	different
125.12	5	face	id3	a4	2.05	same
130.12	5	face	id1	a1	2.11	different
135.12	5	face	id3	a5	2.28	different
140.13	5	face	id1	a4	2.17	different
145.13	5	face	id4	a5	2.46	different
150.13	5	face	id4	a1	2.28	same
155.1	5	fixation	n/a	n/a	n/a	n/a
160.13	5	face	id3	a1	2.08	different
165.13	5	face	id2	a3	2.14	different
170.14	5	face	id2	a1	2.07	same
175.14	5	face	id2	a5	2.2	same
180.14	5	face	id3	a2	2.43	different
185.14	5	face	id4	a3	2.09	different
190.14	5	face	id2	a2	2.0	different
195.14	5	face	id3	a3	2.1	different
200.15	5	face	id1	a5	2.32	different
205.15	5	face	id4	a4	2.1	different
210.15	5	face	id1	a3	2.18	different
215.15	5	face	id4	a2	2.29	different
220.14	5	face	id1	a2	2.11	different
225.14	5	face	id2	a4	2.11	different
230.14	5	face	id2	a4	2.2	same
235.16	5	face	id3	a2	2.09	different
240.16	5	face	id3	a5	2.11	same
245.16	5	face	id4	a4	2.42	different
250.15	5	face	id2	a2	2.05	different
255.15	5	face	id1	a1	2.2	different
260.15	5	face	id1	a5	2.08	same
265.17	5	face	id3	a1	2.09	different
270.17	5	face	id1	a2	2.21	different
275.16	5	face	id2	a5	2.34	different
280.16	5	face	id1	a4	2.17	different
285.13	5	fixation	n/a	n/a	n/a	n/a
290.16	5	face	id3	a4	2.04	different
295.18	5	face	id2	a1	2.12	different
300.17	5	face	id3	a3	3.21	different
305.17	5	face	id4	a5	2.71	different
310.17	5	face	id2	a3	2.02	different
315.17	5	face	id1	a3	2.13	different
320.18	5	face	id4	a1	2.23	different
325.18	5	face	id4	a2	2.1	same
330.18	5	face	id4	a3	2.19	same
