onset	duration	stim_type	identity	orientation	reaction_time	response
15.06	5	face	id3	a3	n/a	n/a
20.07	5	face	id3	a3	2.17	same
25.07	5	face	id1	a2	2.38	different
30.07	5	face	id1	a5	3.03	same
35.07	5	face	id4	a3	2.5	different
40.07	5	face	id3	a2	2.38	different
45.07	5	face	id3	a4	2.57	same
50.07	5	face	id4	a1	2.19	different
55.07	5	face	id3	a1	2.49	same
60.07	5	face	id1	a1	2.5	different
65.07	5	face	id1	a3	3.22	same
70.07	5	face	id1	a4	2.11	same
75.09	5	face	id2	a5	2.18	different
80.09	5	face	id4	a5	2.54	different
85.09	5	face	id3	a5	2.5	different
90.09	5	face	id2	a2	2.16	different
95.09	5	face	id4	a4	2.1	different
100.09	5	face	id4	a2	2.58	same
105.09	5	face	id2	a1	2.43	different
110.09	5	face	id2	a4	2.22	same
115.06	5	fixation	n/a	n/a	n/a	n/a
120.09	5	face	id2	a3	2.0	same
125.09	5	face	id2	a3	2.32	same
130.09	5	face	id4	a5	2.2	different
135.09	5	face	id2	a5	2.03	different
140.1	5	face	id4	a3	2.28	different
145.1	5	face	id3	a5	2.41	different
150.1	5	face	id3	a2	2.27	same
155.1	5	face	id4	a2	2.0	different
160.1	5	face	id3	a1	2.72	different
165.1	5	face	id2	a1	2.97	different
170.1	5	face	id4	a4	2.14	different
175.1	5	face	id1	a5	2.15	different
180.1	5	face	id4	a1	2.68	different
185.1	5	face	id2	a4	2.32	different
190.12	5	face	id3	a3	2.63	different
195.12	5	face	id1	a3	2.47	different
200.12	5	face	id3	a4	2.2	different
205.12	5	face	id1	a4	3.22	different
210.12	5	face	id2	a2	2.43	different
215.12	5	face	id1	a2	2.3	different
220.09	5	fixation	n/a	n/a	n/a	n/a
225.12	5	face	id1	a1	2.16	same
230.12	5	face	id1	a1	2.26	same
235.12	5	face	id3	a2	2.21	different
240.12	5	face	id2	a3	3.33	different
245.12	5	face	id1	a4	2.38	different
250.13	5	face	id4	a3	2.18	different
255.13	5	face	id1	a3	3.13	different
260.13	5	face	id1	a2	2.22	same
265.13	5	face	id3	a3	2.26	different
270.13	5	face	id4	a1	2.06	same
275.13	5	face	id3	a4	2.26	different
280.13	5	face	id3	a5	2.45	same
285.13	5	face	id2	a1	2.55	different
290.13	5	face	id4	a5	2.25	different
295.13	5	face	id4	a2	2.21	same
300.13	5	face	id2	a5	2.78	different
305.13	5	face	id3	a1	2.1	different
310.13	5	face	id1	a5	2.91	different
315.15	5	face	id2	a4	3.92	different
320.15	5	face	id4	a4	2.0	different
325.12	5	fixation	n/a	n/a	n/a	n/a
330.15	5	face	id2	a2	2.36	different
