onset	duration	stim_type	identity	orientation	reaction_time	response
15.09	5	face	id1	a2	n/a	n/a
20.09	5	face	id1	a2	2.15	same
25.09	5	face	id4	a2	2.02	different
30.09	5	face	id3	a1	2.1	different
35.09	5	face	id4	a1	2.18	different
40.09	5	face	id3	a3	2.12	different
45.09	5	face	id4	a4	2.31	different
50.09	5	face	id3	a4	2.09	different
55.09	5	face	id2	a1	2.18	different
60.07	5	fixation	n/a	n/a	n/a	n/a
65.09	5	face	id3	a2	1.89	different
70.1	5	face	id2	a5	2.04	different
75.1	5	face	id1	a3	2.06	different
80.1	5	face	id2	a4	2.11	different
85.11	5	face	id4	a5	2.13	different
90.11	5	face	id2	a3	2.2	different
95.11	5	face	id4	a3	2.03	different
100.11	5	face	id1	a4	2.02	different
105.11	5	face	id1	a5	2.06	same
110.11	5	face	id2	a2	2.02	different
115.11	5	face	id1	a1	2.49	different
120.12	5	face	id3	a5	2.16	different
125.12	5	face	id3	a5	2.1	same
130.12	5	face	id1	a2	2.17	different
135.12	5	face	id3	a1	2.08	different
140.12	5	face	id2	a2	2.35	different
145.12	5	face	id2	a4	2.12	same
150.12	5	face	id2	a5	2.01	same
155.12	5	face	id3	a4	2.18	different
160.12	5	face	id1	a4	2.1	different
165.12	5	face	id4	a4	2.27	different
170.13	5	face	id2	a3	2.29	different
175.13	5	face	id4	a5	2.17	different
180.13	5	face	id1	a1	2.11	different
185.13	5	face	id4	a1	2.17	different
190.13	5	face	id4	a2	2.11	same
195.14	5	face	id1	a5	2.24	different
200.14	5	face	id1	a3	2.03	same
205.14	5	face	id2	a1	2.18	different
210.14	5	face	id3	a3	2.39	different
215.14	5	face	id3	a2	2.14	same
220.11	5	fixation	n/a	n/a	n/a	n/a
225.14	5	face	id4	a3	2.33	different
230.15	5	face	id4	a3	2.35	same
235.15	5	face	id3	a1	2.24	different
240.15	5	face	id2	a4	2.17	different
245.15	5	face	id2	a2	2.27	same
250.15	5	face	id3	a4	2.39	different
255.15	5	face	id4	a1	2.59	different
260.15	5	face	id1	a4	2.46	different
265.15	5	face	id2	a3	2.2	different
270.15	5	face	id2	a5	2.07	same
275.15	5	face	id4	a2	2.16	different
280.16	5	face	id3	a5	2.12	different
285.16	5	face	id3	a2	2.1	same
290.16	5	face	id3	a3	2.24	same
295.16	5	face	id2	a1	2.41	different
300.16	5	face	id1	a1	2.2	different
305.17	5	face	id1	a3	1.93	same
310.17	5	face	id1	a2	2.23	same
315.17	5	face	id1	a5	2.17	same
320.17	5	face	id4	a4	2.14	different
325.14	5	fixation	n/a	n/a	n/a	n/a
330.17	5	face	id4	a5	2.16	same
