onset	duration	stim_type	identity	orientation	reaction_time	response
15.06	5	face	id1	a2	n/a	n/a
20.07	5	face	id1	a2	2.52	same
25.07	5	face	id3	a5	2.51	different
30.07	5	face	id4	a1	2.37	different
35.07	5	face	id2	a5	2.24	different
40.07	5	face	id1	a5	2.41	different
45.07	5	face	id1	a1	2.19	same
50.07	5	face	id4	a4	2.28	different
55.07	5	face	id3	a2	2.3	different
60.07	5	face	id2	a2	2.85	different
65.07	5	face	id4	a3	2.28	different
70.07	5	face	id1	a4	2.77	different
75.08	5	face	id2	a1	2.15	different
80.07	5	face	id3	a4	2.26	different
85.09	5	face	id4	a2	3.18	different
90.09	5	face	id1	a3	2.21	different
95.09	5	face	id2	a3	2.7	different
100.09	5	face	id3	a3	2.16	different
105.09	5	face	id2	a4	2.45	different
110.09	5	face	id3	a1	2.36	different
115.06	5	fixation	n/a	n/a	n/a	n/a
120.09	5	face	id4	a5	2.86	same
125.09	5	face	id4	a5	2.49	same
130.09	5	face	id1	a5	3.05	different
135.09	5	face	id3	a5	2.55	different
140.1	5	face	id1	a2	2.34	different
145.1	5	face	id3	a2	2.44	different
150.1	5	face	id4	a1	2.42	different
155.1	5	face	id4	a4	2.33	different
160.1	5	face	id1	a4	2.75	different
165.1	5	face	id1	a1	2.65	same
170.1	5	face	id4	a3	2.49	different
175.1	5	face	id4	a2	2.17	same
180.1	5	face	id2	a2	2.37	different
185.1	5	face	id3	a4	3.26	different
190.1	5	face	id3	a3	2.26	same
195.1	5	face	id2	a1	2.4	different
200.11	5	face	id2	a3	2.09	same
205.08	5	fixation	n/a	n/a	n/a	n/a
210.11	5	face	id1	a3	2.21	different
215.12	5	face	id3	a1	3.04	different
220.12	5	face	id2	a4	2.16	different
225.12	5	face	id2	a5	2.23	different
230.12	5	face	id2	a5	2.4	same
235.12	5	face	id1	a1	2.45	different
240.12	5	face	id2	a2	2.11	different
245.12	5	face	id2	a1	2.2	same
250.13	5	face	id1	a3	2.61	different
255.13	5	face	id2	a4	2.36	different
260.13	5	face	id1	a2	2.42	same
265.13	5	face	id4	a4	2.8	different
270.13	5	face	id4	a5	2.39	same
275.13	5	face	id4	a3	2.52	same
280.13	5	face	id3	a4	2.38	different
285.13	5	face	id2	a3	3.11	different
290.13	5	face	id3	a1	2.18	same
295.13	5	face	id3	a5	2.4	same
300.13	5	face	id1	a5	2.22	different
305.13	5	face	id3	a2	2.34	different
310.15	5	face	id1	a4	3.25	different
315.15	5	face	id4	a2	2.59	different
320.15	5	face	id3	a3	2.33	different
325.12	5	fixation	n/a	n/a	n/a	n/a
330.15	5	face	id4	a1	2.12	different
