onset	duration	stim_type	identity	orientation	reaction_time	response
15.08	5	face	id3	a2	n/a	n/a
20.08	5	face	id3	a2	2.3	same
25.08	5	face	id1	a4	2.32	different
30.08	5	face	id3	a3	2.18	different
35.09	5	face	id3	a1	2.19	same
40.09	5	face	id1	a1	2.19	different
45.09	5	face	id2	a2	2.44	different
50.09	5	face	id3	a5	2.27	different
55.09	5	face	id2	a1	2.41	different
60.09	5	face	id1	a5	2.37	different
65.09	5	face	id1	a3	2.66	same
70.09	5	face	id2	a4	2.62	different
75.09	5	face	id4	a2	2.51	different
80.09	5	face	id4	a4	2.24	same
85.11	5	face	id1	a2	2.27	different
90.09	5	face	id4	a1	2.53	different
95.11	5	face	id2	a5	2.8	different
100.11	5	face	id3	a4	2.24	different
105.11	5	face	id2	a3	1.99	different
110.11	5	face	id4	a5	2.4	different
115.08	5	fixation	n/a	n/a	n/a	n/a
120.11	5	face	id4	a3	2.02	same
125.11	5	face	id4	a3	1.96	same
130.11	5	face	id3	a1	1.9	different
135.11	5	face	id1	a2	2.06	different
140.12	5	face	id2	a2	2.06	different
145.12	5	face	id1	a4	1.99	different
150.12	5	face	id4	a2	2.31	different
155.12	5	face	id3	a3	2.14	different
160.12	5	face	id3	a4	2.38	same
165.12	5	face	id1	a5	2.24	different
170.12	5	face	id4	a5	2.49	different
175.12	5	face	id2	a4	2.26	different
180.12	5	face	id4	a1	2.14	different
185.12	5	face	id4	a4	2.1	same
190.12	5	face	id2	a1	2.46	different
195.12	5	face	id3	a2	2.36	different
200.12	5	face	id2	a5	3.2	different
205.14	5	face	id1	a1	2.48	different
210.14	5	face	id2	a3	2.2	different
215.14	5	face	id3	a5	2.47	different
220.11	5	fixation	n/a	n/a	n/a	n/a
225.14	5	face	id1	a3	2.37	different
230.14	5	face	id1	a3	2.26	same
235.14	5	face	id2	a2	2.49	different
240.14	5	face	id2	a1	2.48	same
245.15	5	face	id4	a2	2.16	different
250.15	5	face	id1	a4	2.35	different
255.15	5	face	id4	a1	2.49	different
260.15	5	face	id4	a5	2.44	different
265.15	5	face	id1	a1	2.44	different
270.15	5	face	id1	a5	2.03	same
275.15	5	face	id3	a5	2.4	different
280.15	5	face	id2	a4	2.93	different
285.15	5	face	id3	a2	2.63	different
290.15	5	face	id4	a4	2.43	different
295.15	5	face	id3	a4	2.71	different
300.15	5	face	id4	a3	2.87	different
305.17	5	face	id2	a5	2.25	different
310.17	5	face	id1	a2	2.4	different
315.17	5	face	id2	a3	2.19	different
320.17	5	face	id3	a3	2.22	different
325.14	5	fixation	n/a	n/a	n/a	n/a
330.17	5	face	id3	a1	2.44	same
