onset	duration	stim_type	identity	orientation	reaction_time	response
15.08	5	face	id2	a2	n/a	n/a
20.08	5	face	id2	a2	2.08	same
25.08	5	face	id3	a5	2.1	different
30.08	5	face	id3	a4	1.99	same
35.08	5	face	id1	a2	2.22	different
40.08	5	face	id1	a4	2.0	same
45.08	5	face	id4	a1	2.03	different
50.08	5	face	id4	a3	2.22	same
55.08	5	face	id1	a5	2.01	different
60.09	5	face	id1	a3	1.86	same
65.09	5	face	id4	a4	2.39	different
70.09	5	face	id3	a3	2.13	different
75.1	5	face	id2	a5	2.0	different
80.1	5	face	id2	a3	1.95	same
85.1	5	face	id4	a2	2.89	different
90.1	5	face	id1	a1	2.21	different
95.1	5	face	id3	a1	2.05	different
100.1	5	face	id3	a2	2.13	same
105.1	5	face	id2	a4	2.17	different
110.1	5	face	id4	a5	3.02	different
115.07	5	fixation	n/a	n/a	n/a	n/a
120.1	5	face	id2	a1	2.12	different
125.11	5	face	id2	a1	2.12	same
130.11	5	face	id1	a2	2.7	different
135.11	5	face	id4	a2	2.17	different
140.11	5	face	id4	a1	2.07	same
145.11	5	face	id3	a5	2.28	different
150.11	5	face	id2	a5	2.16	different
155.11	5	face	id3	a4	2.64	different
160.12	5	face	id3	a2	2.11	same
165.11	5	face	id1	a3	2.23	different
170.13	5	face	id4	a5	3.18	different
175.12	5	face	id3	a3	2.4	different
180.12	5	face	id1	a1	2.32	different
185.12	5	face	id2	a3	2.41	different
190.13	5	face	id1	a5	2.41	different
195.13	5	face	id2	a2	2.22	different
200.13	5	face	id3	a1	2.44	different
205.13	5	face	id1	a4	2.26	different
210.13	5	face	id2	a4	2.09	different
215.13	5	face	id4	a3	2.22	different
220.1	5	fixation	n/a	n/a	n/a	n/a
225.13	5	face	id4	a4	2.05	same
230.13	5	face	id4	a4	1.94	same
235.13	5	face	id4	a1	2.05	same
240.13	5	face	id1	a5	2.28	different
245.14	5	face	id2	a5	2.13	different
250.14	5	face	id3	a5	2.21	different
255.14	5	face	id1	a1	2.49	different
260.14	5	face	id4	a5	2.25	different
265.14	5	face	id1	a4	2.24	different
270.14	5	face	id1	a3	2.23	same
275.15	5	face	id4	a3	2.47	different
280.15	5	face	id3	a3	2.42	different
285.15	5	face	id2	a2	2.18	different
290.15	5	face	id2	a3	2.26	same
295.15	5	face	id3	a2	3.99	different
300.15	5	face	id2	a1	2.35	different
305.15	5	face	id3	a1	2.2	different
310.16	5	face	id4	a2	2.45	different
315.16	5	face	id2	a4	3.03	different
320.16	5	face	id3	a4	2.57	different
325.13	5	fixation	n/a	n/a	n/a	n/a
330.16	5	face	id1	a2	2.05	different
