onset	duration	stim_type	identity	orientation	reaction_time	response
15.08	5	face	id3	a1	n/a	n/a
20.08	5	face	id3	a1	2.28	same
25.08	5	face	id1	a4	2.17	different
30.08	5	face	id2	a2	2.13	different
35.09	5	face	id4	a2	2.33	different
40.09	5	face	id2	a1	2.2	different
45.09	5	face	id4	a1	2.13	different
50.09	5	face	id1	a3	2.04	different
55.09	5	face	id3	a4	2.27	different
60.08	5	face	id3	a2	2.15	same
65.08	5	face	id3	a5	2.18	same
70.1	5	face	id1	a1	2.06	different
75.1	5	face	id4	a3	2.01	different
80.09	5	face	id3	a3	2.06	different
85.09	5	face	id1	a2	2.17	different
90.09	5	face	id1	a5	2.12	same
95.09	5	face	id4	a4	2.53	different
100.11	5	face	id2	a4	2.3	different
105.1	5	face	id2	a3	2.11	same
110.1	5	face	id2	a5	2.23	same
115.07	5	fixation	n/a	n/a	n/a	n/a
120.1	5	face	id4	a5	2.3	different
125.12	5	face	id4	a5	2.15	same
130.11	5	face	id2	a1	2.17	different
135.11	5	face	id1	a4	2.22	different
140.11	5	face	id3	a1	2.32	different
145.11	5	face	id3	a4	2.2	same
150.11	5	face	id2	a2	2.09	different
155.12	5	face	id1	a3	2.23	different
160.12	5	face	id1	a1	2.34	same
165.12	5	face	id4	a1	2.19	different
170.12	5	face	id3	a5	2.21	different
175.12	5	face	id1	a2	2.17	different
180.12	5	face	id3	a2	2.24	different
185.12	5	face	id3	a3	2.06	same
190.13	5	face	id2	a4	2.17	different
195.13	5	face	id4	a3	2.16	different
200.13	5	face	id4	a4	2.13	same
205.1	5	fixation	n/a	n/a	n/a	n/a
210.13	5	face	id1	a5	2.17	different
215.12	5	face	id2	a5	2.18	different
220.14	5	face	id2	a3	2.23	same
225.14	5	face	id4	a2	2.17	different
230.14	5	face	id4	a2	2.51	same
235.14	5	face	id4	a1	2.1	same
240.13	5	face	id3	a2	2.17	different
245.13	5	face	id4	a3	2.25	different
250.15	5	face	id1	a5	2.22	different
255.15	5	face	id2	a3	2.1	different
260.15	5	face	id3	a1	2.24	different
265.14	5	face	id1	a3	2.21	different
270.14	5	face	id4	a5	2.32	different
275.14	5	face	id3	a5	2.37	different
280.14	5	face	id3	a3	2.11	same
285.15	5	face	id4	a4	2.08	different
290.15	5	face	id2	a5	2.2	different
295.15	5	face	id1	a4	2.1	different
300.15	5	face	id2	a1	2.15	different
305.15	5	face	id3	a4	2.06	different
310.15	5	face	id1	a1	2.26	different
315.16	5	face	id1	a2	2.09	same
320.16	5	face	id2	a4	2.24	different
325.13	5	fixation	n/a	n/a	n/a	n/a
330.16	5	face	id2	a2	2.26	same
