onset	duration	stim_type	identity	orientation	reaction_time	response
15.05	5	fixation	n/a	n/a	n/a	n/a
20.05	5	fixation	n/a	n/a	n/a	n/a
25.1	5	face	id2	a5	n/a	n/a
30.1	5	face	id2	a1	2.15	same
35.1	5	face	id4	a5	2.28	different
40.1	5	face	id3	a3	2.19	different
45.09	5	face	id1	a3	2.06	different
50.09	5	face	id2	a4	2.02	different
55.09	5	face	id4	a2	1.95	different
60.09	5	face	id3	a4	1.91	different
65.1	5	face	id1	a4	2.03	different
70.1	5	face	id4	a1	2.06	different
75.1	5	face	id2	a3	2.0	different
80.1	5	face	id4	a3	1.89	different
85.1	5	face	id1	a5	1.99	different
90.1	5	face	id3	a2	2.09	different
95.11	5	face	id3	a1	2.05	same
100.11	5	face	id2	a2	2.11	different
105.11	5	face	id3	a5	1.99	different
110.11	5	face	id4	a4	2.16	different
115.11	5	face	id1	a2	1.97	different
120.11	5	face	id1	a1	2.01	same
125.11	5	face	id1	a1	2.03	same
130.12	5	face	id1	a3	2.09	same
135.12	5	face	id4	a5	2.04	different
140.12	5	face	id4	a1	2.08	same
145.12	5	face	id4	a2	2.03	same
150.12	5	face	id2	a4	1.94	different
155.11	5	face	id4	a3	1.96	different
160.13	5	face	id3	a5	2.1	different
165.13	5	face	id2	a2	2.08	different
170.13	5	face	id3	a4	2.14	different
175.12	5	face	id4	a4	2.06	different
180.12	5	face	id3	a2	1.97	different
185.1	5	fixation	n/a	n/a	n/a	n/a
190.12	5	face	id1	a4	1.97	different
195.14	5	face	id2	a1	2.07	different
200.13	5	face	id3	a1	2.0	different
205.13	5	face	id1	a2	2.46	different
210.13	5	face	id2	a3	2.44	different
215.13	5	face	id3	a3	2.32	different
220.13	5	face	id1	a5	2.17	different
225.14	5	face	id2	a5	2.06	different
230.14	5	face	id2	a5	2.07	same
235.11	5	fixation	n/a	n/a	n/a	n/a
240.14	5	face	id3	a4	1.86	different
245.14	5	face	id3	a2	2.02	same
250.15	5	face	id4	a5	2.08	different
255.15	5	face	id4	a2	1.99	same
260.15	5	face	id1	a3	1.94	different
265.15	5	face	id4	a4	2.23	different
270.15	5	face	id2	a1	2.24	different
275.15	5	face	id1	a1	2.11	different
280.16	5	face	id4	a3	2.43	different
285.16	5	face	id1	a4	2.06	different
290.16	5	face	id1	a2	2.15	same
295.16	5	face	id3	a1	2.36	different
300.16	5	face	id3	a3	2.15	same
305.16	5	face	id2	a2	2.1	different
310.17	5	face	id2	a4	2.06	same
315.17	5	face	id3	a5	2.08	different
320.17	5	face	id1	a5	2.11	different
325.17	5	face	id2	a3	2.0	different
330.17	5	face	id4	a1	2.12	different
