onset	duration	stim_type	identity	orientation	reaction_time	response
15.07	5	face	id1	a1	n/a	n/a
20.07	5	face	id1	a1	2.16	same
25.05	5	fixation	n/a	n/a	n/a	n/a
30.07	5	face	id3	a3	2.69	different
35.09	5	face	id1	a5	2.22	different
40.09	5	face	id2	a1	2.13	different
45.09	5	face	id1	a4	2.18	different
50.09	5	face	id2	a5	2.24	different
55.09	5	face	id4	a5	2.15	different
60.09	5	face	id4	a1	2.24	same
65.09	5	face	id4	a4	2.09	same
70.09	5	face	id4	a3	2.0	same
75.09	5	face	id4	a2	2.04	same
80.09	5	face	id2	a4	2.6	different
85.09	5	face	id3	a5	2.21	different
90.1	5	face	id1	a2	2.05	different
95.1	5	face	id2	a3	2.04	different
100.1	5	face	id3	a1	2.25	different
105.1	5	face	id2	a2	2.52	different
110.1	5	face	id3	a2	2.11	different
115.1	5	face	id1	a3	2.02	different
120.11	5	face	id3	a4	2.1	different
125.11	5	face	id3	a4	1.93	same
130.08	5	fixation	n/a	n/a	n/a	n/a
135.11	5	face	id2	a3	2.13	different
140.11	5	face	id1	a5	2.19	different
145.15	5	face	id1	a3	2.0	same
150.15	5	face	id1	a2	1.93	same
155.16	5	face	id1	a1	2.03	same
160.16	5	face	id4	a3	2.16	different
165.16	5	face	id3	a3	2.15	different
170.16	5	face	id2	a4	2.07	different
175.16	5	face	id4	a1	2.01	different
180.16	5	face	id4	a2	1.99	same
185.16	5	face	id2	a2	2.37	different
190.16	5	face	id3	a5	2.71	different
195.16	5	face	id1	a4	2.21	different
200.16	5	face	id3	a2	2.22	different
205.18	5	face	id4	a4	2.88	different
210.18	5	face	id3	a1	2.14	different
215.18	5	face	id4	a5	2.15	different
220.18	5	face	id2	a5	2.5	different
225.18	5	face	id2	a1	2.17	same
230.18	5	face	id2	a1	2.16	same
235.15	5	fixation	n/a	n/a	n/a	n/a
240.18	5	face	id2	a4	2.14	same
245.18	5	face	id1	a5	2.15	different
250.18	5	face	id4	a1	2.17	different
255.18	5	face	id1	a3	2.08	different
260.18	5	face	id2	a2	2.28	different
265.19	5	face	id1	a2	3.91	different
270.19	5	face	id1	a4	1.98	same
275.19	5	face	id1	a1	1.99	same
280.19	5	face	id3	a4	2.02	different
285.19	5	face	id2	a3	2.83	different
290.19	5	face	id3	a3	2.98	different
295.19	5	face	id3	a5	2.71	same
300.21	5	face	id3	a1	2.01	same
305.19	5	face	id3	a2	1.86	same
310.19	5	face	id4	a3	2.56	different
315.19	5	face	id2	a5	2.39	different
320.19	5	face	id4	a4	2.2	different
325.19	5	face	id4	a2	2.01	same
330.19	5	face	id4	a5	2.02	same
