onset	duration	stim_type
0.02	12.02	fixation
12.07	1.51	object
14.07	1.49	object
16.06	1.51	object
18.07	1.51	object
18.07	0.0	button_press
20.06	1.51	object
22.07	1.51	object
24.07	12.02	fixation
36.11	1.51	face
38.1	1.51	face
40.1	1.51	face
42.11	1.51	face
44.1	1.51	face
46.11	1.51	face
46.11	0.0	button_press
48.1	12.02	fixation
60.13	1.51	face
62.12	1.51	face
64.13	1.51	face
66.13	1.51	face
68.12	1.51	face
70.13	1.51	face
70.13	0.0	button_press
72.12	12.02	fixation
84.16	1.51	object
86.15	1.51	object
88.15	1.51	object
90.16	1.49	object
92.15	1.51	object
93.02	0.0	button_press
94.15	1.51	object
96.14	12.02	fixation
108.18	1.51	object
110.17	1.51	object
112.17	1.51	object
114.18	1.51	object
114.94	0.0	button_press
116.17	1.51	object
116.17	0.0	button_press
118.18	1.51	object
120.17	12.02	fixation
132.2	1.71	face
134.19	1.51	face
136.2	1.51	face
138.2	1.51	face
140.19	1.51	face
140.21	0.0	button_press
142.2	1.51	face
144.19	12.02	fixation
156.23	1.51	face
158.22	1.51	face
160.22	1.51	face
162.23	1.51	face
164.22	1.51	face
164.24	0.0	button_press
166.22	1.51	face
164.32	0.0	button_press
168.22	12.02	fixation
180.25	1.51	object
182.24	1.51	object
184.25	1.51	object
185.08	0.0	button_press
186.25	1.51	object
186.25	0.0	button_press
188.24	1.51	object
190.25	1.51	object
192.24	12.02	fixation
204.27	1.51	object
206.26	1.51	object
208.27	1.51	object
210.28	1.51	object
212.26	1.51	object
212.26	0.0	button_press
214.27	1.51	object
216.26	12.02	fixation
228.3	1.51	face
230.29	1.51	face
232.29	1.51	face
234.3	1.51	face
236.29	1.51	face
238.29	1.51	face
240.29	12.02	fixation
252.32	1.51	face
254.31	1.51	face
256.32	1.51	face
258.32	1.51	face
260.31	1.51	face
260.33	0.0	button_press
262.32	1.51	face
264.31	12.02	fixation
276.34	1.51	object
278.33	1.51	object
280.34	1.51	object
280.36	0.0	button_press
282.35	1.51	object
284.33	1.51	object
286.34	1.51	object
288.33	12.02	fixation
300.37	1.51	object
302.36	1.51	object
304.36	1.51	object
305.04	0.0	button_press
306.37	1.49	object
305.77	0.0	button_press
308.36	1.51	object
310.36	1.51	object
312.36	12.02	fixation
324.39	1.51	face
326.38	1.51	face
328.39	1.51	face
330.39	1.53	face
332.38	1.51	face
334.39	1.51	face
336.38	12.02	fixation
348.41	1.51	face
350.4	1.51	face
352.41	1.51	face
354.42	1.51	face
355.84	0.0	button_press
356.41	1.51	face
358.41	1.51	face
360.4	12.02	fixation
372.44	1.51	object
374.43	1.51	object
376.43	1.51	object
378.44	1.51	object
380.43	1.51	object
382.44	1.51	object
382.44	0.0	button_press
384.43	12.02	fixation
