onset	duration	stim_type	identity	orientation	reaction_time	response
15.08	5	face	id3	a5	n/a	n/a
20.07	5	face	id3	a5	2.1	same
25.07	5	face	id4	a5	2.19	different
30.07	5	face	id3	a1	2.44	different
35.07	5	face	id3	a3	2.1	same
40.07	5	face	id1	a5	2.07	different
45.08	5	face	id4	a1	2.19	different
50.08	5	face	id1	a1	2.05	different
55.08	5	face	id1	a4	2.09	same
60.05	5	fixation	n/a	n/a	n/a	n/a
65.08	5	face	id4	a2	2.17	different
70.09	5	face	id1	a2	2.21	different
75.09	5	face	id4	a4	2.24	different
80.09	5	face	id3	a2	2.35	different
85.09	5	face	id2	a1	2.11	different
90.09	5	face	id4	a3	2.21	different
95.1	5	face	id3	a4	3.01	different
100.1	5	face	id1	a3	2.54	different
105.1	5	face	id2	a3	2.85	different
110.1	5	face	id2	a2	2.98	different
115.1	5	face	id2	a4	2.18	same
120.1	5	face	id2	a5	2.17	same
125.11	5	face	id2	a5	2.19	same
130.11	5	face	id3	a5	2.37	different
135.11	5	face	id3	a1	2.42	same
140.11	5	face	id2	a2	2.21	different
145.11	5	face	id3	a2	2.32	different
150.11	5	face	id1	a2	2.31	different
155.1	5	face	id1	a1	2.12	same
160.12	5	face	id1	a3	2.07	same
165.12	5	face	id4	a1	2.41	different
170.12	5	face	id4	a3	2.12	same
175.12	5	face	id2	a1	2.06	different
180.11	5	face	id2	a4	2.24	same
185.11	5	face	id3	a3	2.2	different
190.13	5	face	id4	a5	3.0	same
195.13	5	face	id2	a3	2.23	different
200.13	5	face	id4	a4	2.26	different
205.12	5	face	id1	a4	2.14	different
210.12	5	face	id1	a5	2.22	same
215.12	5	face	id4	a2	2.19	different
220.09	5	fixation	n/a	n/a	n/a	n/a
225.12	5	face	id3	a4	2.29	different
230.13	5	face	id3	a4	2.1	same
235.13	5	face	id3	a1	2.06	same
240.13	5	face	id3	a2	2.25	same
245.13	5	face	id2	a2	2.17	different
250.13	5	face	id1	a1	2.08	different
255.14	5	face	id3	a3	2.3	different
260.14	5	face	id1	a3	2.8	different
265.14	5	face	id4	a3	2.5	different
270.14	5	face	id1	a2	2.73	different
275.14	5	face	id4	a5	2.24	different
280.14	5	face	id2	a5	2.14	different
285.15	5	face	id4	a2	2.17	different
290.15	5	face	id1	a5	2.23	different
295.15	5	face	id1	a4	2.05	same
300.15	5	face	id2	a4	2.21	different
305.15	5	face	id4	a4	2.38	different
310.14	5	face	id3	a5	2.19	different
315.14	5	face	id2	a3	2.22	different
320.16	5	face	id4	a1	2.15	different
325.12	5	fixation	n/a	n/a	n/a	n/a
330.16	5	face	id2	a1	1.97	different
