onset	duration	stim_type	identity	orientation	reaction_time	response
15.06	5	face	id3	a3	n/a	n/a
20.07	5	face	id3	a3	2.02	same
25.07	5	face	id4	a3	2.54	different
30.07	5	face	id1	a3	2.09	different
35.07	5	face	id2	a2	2.22	different
40.07	5	face	id1	a1	2.05	different
45.07	5	face	id4	a5	2.42	different
50.08	5	face	id4	a4	2.39	same
55.08	5	face	id1	a5	2.42	different
60.04	5	fixation	n/a	n/a	n/a	n/a
65.08	5	face	id3	a1	2.65	different
70.08	5	face	id2	a5	2.05	different
75.07	5	face	id4	a2	2.37	different
80.09	5	face	id1	a2	2.69	different
85.09	5	face	id3	a4	3.1	different
90.09	5	face	id2	a3	2.19	different
95.09	5	face	id1	a4	2.03	different
100.08	5	face	id2	a4	2.22	different
105.08	5	face	id3	a2	2.32	different
110.1	5	face	id4	a1	2.07	different
115.1	5	face	id2	a1	2.46	different
120.1	5	face	id3	a5	3.17	different
125.09	5	face	id3	a5	2.8	same
130.09	5	face	id3	a3	2.21	same
135.09	5	face	id1	a3	2.76	different
140.11	5	face	id4	a1	n/a	n/a
145.11	5	face	id1	a2	2.19	same
150.1	5	face	id2	a5	2.15	different
155.1	5	face	id4	a4	2.85	different
160.1	5	face	id2	a4	2.51	different
165.1	5	face	id4	a5	3.48	different
170.12	5	face	id2	a3	2.16	different
175.11	5	face	id3	a4	2.32	different
180.11	5	face	id2	a1	2.24	different
185.11	5	face	id2	a2	2.15	same
190.11	5	face	id4	a3	2.15	different
195.11	5	face	id3	a2	2.0	different
200.11	5	face	id4	a2	3.05	different
205.12	5	face	id1	a5	2.2	different
210.12	5	face	id1	a1	3.62	different
215.12	5	face	id3	a1	2.47	different
220.09	5	fixation	n/a	n/a	n/a	n/a
225.12	5	face	id1	a4	1.8	different
230.12	5	face	id1	a4	2.13	same
235.11	5	face	id1	a3	2.25	same
240.13	5	face	id1	a2	2.11	same
245.13	5	face	id4	a1	2.91	different
250.13	5	face	id4	a4	3.21	same
255.13	5	face	id2	a2	2.53	different
260.12	5	face	id2	a4	2.83	same
265.14	5	face	id2	a3	2.49	same
270.14	5	face	id2	a5	2.25	same
275.14	5	face	id4	a3	2.18	different
280.13	5	face	id3	a5	2.24	different
285.13	5	face	id3	a1	2.19	same
290.13	5	face	id1	a1	2.64	different
295.13	5	face	id1	a5	2.29	same
300.13	5	face	id2	a1	2.19	different
305.15	5	face	id4	a2	n/a	n/a
310.14	5	face	id3	a3	2.59	different
315.14	5	face	id3	a2	2.22	same
320.14	5	face	id4	a5	2.53	different
325.11	5	fixation	n/a	n/a	n/a	n/a
330.14	5	face	id3	a4	2.79	different
